Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Mongolia,MNG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,48.392,49.304,50.185,51.012,51.771,52.461,53.098,53.702,54.285,54.845,55.364,55.819,56.192,56.477,56.676,56.796,56.848,56.860,56.861,56.875,56.936,57.074,57.295,57.595,57.968,58.392,58.836,59.266,59.655,59.992,60.268,60.486,60.670,60.841,61.015,61.211,61.447,61.730,62.063,62.446,62.869,63.319,63.777,64.230,64.671,65.104,65.539,65.987,66.449,66.920,67.383,67.820,68.215,68.558,68.847,69.087,69.287
Northern Mariana Islands,MNP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,35.026,35.490,35.936,36.363,36.773,37.174,37.573,37.980,38.397,38.826,39.271,39.735,40.210,40.679,41.125,41.512,41.804,41.983,42.050,42.017,41.913,41.778,41.660,41.597,41.610,41.705,41.872,42.085,42.327,42.600,42.915,43.293,43.745,44.272,44.862,45.491,46.124,46.736,47.309,47.841,48.348,48.859,49.406,50.007,50.663,51.362,52.079,52.785,53.459,54.096,54.700,55.288,55.878,56.483,57.099,57.714,58.311
Mauritania,MRT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,43.488,44.171,44.835,45.472,46.077,46.648,47.184,47.694,48.185,48.662,49.130,49.590,50.046,50.504,50.969,51.453,51.966,52.511,53.084,53.678,54.280,54.876,55.450,55.986,56.476,56.912,57.293,57.625,57.919,58.180,58.415,58.633,58.839,59.039,59.233,59.419,59.587,59.733,59.855,59.957,60.049,60.143,60.250,60.381,60.539,60.729,60.952,61.199,61.461,61.730,61.997,62.253,62.492,62.711,62.907,63.082,63.238
Mauritius,MUS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,58.745,59.748,60.627,61.358,61.935,62.358,62.639,62.815,62.932,63.020,63.118,63.253,63.440,63.686,64.000,64.391,64.856,65.372,65.913,66.456,66.965,67.407,67.765,68.038,68.230,68.371,68.499,68.656,68.863,69.124,69.405,69.956,70.059,70.107,70.159,70.326,70.323,70.405,70.607,70.961,71.663,71.766,71.966,72.121,72.277,72.432,72.432,72.571,72.571,72.882,72.967,73.267,73.863,74.017,74.194,74.353,74.395
Malawi,MWI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,37.805,38.031,38.249,38.458,38.664,38.881,39.127,39.415,39.750,40.134,40.558,41.011,41.475,41.932,42.376,42.802,43.215,43.621,44.020,44.408,44.776,45.112,45.411,45.668,45.882,46.055,46.196,46.313,46.414,46.503,46.576,46.627,46.650,46.647,46.627,46.585,46.516,46.434,46.369,46.355,46.450,46.710,47.169,47.843,48.735,49.846,51.163,52.630,54.177,55.745,57.263,58.667,59.927,61.020,61.932,62.661,63.223
Malaysia,MYS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,59.466,60.044,60.605,61.148,61.672,62.176,62.661,63.128,63.581,64.019,64.445,64.857,65.256,65.643,66.019,66.383,66.736,67.078,67.410,67.732,68.044,68.348,68.643,68.930,69.210,69.482,69.746,70.002,70.251,70.492,70.727,70.955,71.177,71.394,71.605,71.813,72.019,72.222,72.422,72.616,72.800,72.966,73.113,73.242,73.356,73.463,73.577,73.704,73.852,74.022,74.210,74.408,74.606,74.797,74.976,75.143,75.300
North America,NAC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.894,70.368,70.233,70.050,70.313,70.367,70.378,70.714,70.176,70.695,70.985,71.289,71.325,71.529,72.079,72.694,72.953,73.350,73.470,73.908,73.753,74.154,74.490,74.618,74.736,74.734,74.794,74.961,74.968,75.222,75.431,75.585,75.788,75.646,75.843,75.856,76.245,76.633,76.786,76.810,76.892,77.097,77.198,77.313,77.749,77.764,77.944,78.240,78.301,78.643,78.805,78.921,79.025,79.045,79.154,79.036,79.055
Namibia,NAM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,46.910,47.535,48.145,48.740,49.320,49.879,50.411,50.917,51.400,51.869,52.338,52.830,53.354,53.914,54.503,55.102,55.684,56.224,56.708,57.135,57.521,57.892,58.275,58.685,59.122,59.584,60.063,60.533,60.957,61.307,61.539,61.614,61.518,61.247,60.806,60.192,59.407,58.495,57.517,56.533,55.608,54.798,54.145,53.693,53.480,53.563,53.983,54.712,55.697,56.883,58.189,59.527,60.815,61.982,62.981,63.782,64.388
New Caledonia,NCL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,58.639,59.039,59.439,59.888,60.337,60.785,61.234,61.683,62.132,62.580,63.029,63.478,63.927,64.376,64.824,65.273,65.722,66.171,66.304,66.437,66.570,66.702,66.920,68.588,68.063,68.766,69.063,69.427,69.454,69.085,70.485,70.359,71.615,71.656,70.673,72.010,71.998,71.739,74.376,73.876,75.163,74.832,75.102,75.271,75.471,75.722,76.076,76.478,76.680,76.980,77.259,76.647,77.069,77.176,77.253,77.244,76.962
Niger,NER,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,35.045,35.131,35.212,35.288,35.359,35.428,35.496,35.571,35.657,35.760,35.884,36.032,36.204,36.403,36.634,36.905,37.227,37.600,38.020,38.480,38.962,39.450,39.927,40.385,40.821,41.240,41.654,42.079,42.531,43.015,43.540,44.108,44.711,45.343,45.996,46.659,47.323,47.979,48.622,49.253,49.874,50.494,51.123,51.770,52.436,53.127,53.849,54.593,55.350,56.105,56.838,57.528,58.160,58.727,59.228,59.667,60.058
Nigeria,NGA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,36.975,37.430,37.870,38.289,38.689,39.070,39.439,39.807,40.182,40.568,40.970,41.391,41.827,42.275,42.728,43.186,43.646,44.103,44.546,44.962,45.331,45.635,45.866,46.021,46.104,46.125,46.099,46.046,45.988,45.937,45.898,45.873,45.855,45.843,45.841,45.852,45.877,45.921,45.992,46.101,46.266,46.509,46.834,47.240,47.717,48.246,48.802,49.356,49.887,50.385,50.847,51.279,51.699,52.121,52.549,52.985,53.428
Nicaragua,NIC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,47.030,47.677,48.329,48.984,49.642,50.306,50.978,51.657,52.339,53.019,53.685,54.328,54.941,55.517,56.053,56.545,56.991,57.398,57.779,58.146,58.509,58.880,59.271,59.691,60.151,60.670,61.261,61.920,62.637,63.396,64.169,64.927,65.642,66.297,66.886,67.411,67.891,68.349,68.808,69.272,69.742,70.214,70.675,71.117,71.537,71.935,72.313,72.677,73.028,73.369,73.699,74.016,74.319,74.608,74.884,75.149,75.404
Netherlands,NLD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.393,73.653,73.324,73.337,73.704,73.569,73.513,73.804,73.613,73.540,73.586,73.810,73.727,74.144,74.537,74.499,74.647,75.221,75.145,75.606,75.743,75.934,75.989,76.164,76.233,76.285,76.270,76.705,76.890,76.734,76.878,77.000,77.217,76.917,77.375,77.405,77.436,77.794,77.883,77.837,77.988,78.190,78.293,78.493,79.095,79.346,79.698,80.098,80.251,80.549,80.702,81.205,81.105,81.305,81.707,81.510,81.510
Norway,NOR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.550,73.550,73.448,73.078,73.596,73.723,73.995,74.067,73.942,73.663,74.088,74.179,74.345,74.442,74.754,74.818,75.040,75.387,75.419,75.414,75.672,75.869,76.011,76.067,76.224,75.917,76.241,76.082,76.220,76.500,76.537,76.981,77.184,77.152,77.690,77.737,78.150,78.143,78.329,78.283,78.634,78.785,78.988,79.390,79.841,80.041,80.344,80.395,80.593,80.795,80.998,81.295,81.451,81.751,82.100,82.305,82.510
Nepal,NPL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,35.197,35.561,35.981,36.455,36.976,37.537,38.125,38.729,39.339,39.946,40.544,41.129,41.706,42.280,42.855,43.434,44.023,44.627,45.250,45.895,46.562,47.249,47.954,48.673,49.408,50.162,50.938,51.738,52.561,53.403,54.260,55.125,55.992,56.852,57.699,58.529,59.341,60.134,60.909,61.661,62.386,63.082,63.745,64.376,64.973,65.537,66.066,66.565,67.036,67.484,67.914,68.329,68.732,69.126,69.511,69.887,70.253
Nauru,NRU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,NZL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.237,70.985,71.232,71.280,71.329,71.227,71.124,71.473,71.124,71.473,71.273,71.773,71.829,71.668,71.924,72.220,72.422,72.168,73.020,73.068,72.829,73.622,73.724,73.776,74.371,73.829,74.122,74.178,74.424,74.824,75.378,76.032,76.124,76.434,76.883,76.734,76.788,77.334,78.085,77.890,78.637,78.693,78.846,79.146,79.549,79.851,80.049,80.151,80.351,80.702,80.702,80.905,81.156,81.407,81.405,81.457,81.612
OECD members,OED,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.351,67.747,67.753,67.973,68.375,68.501,68.775,69.011,68.977,69.178,69.510,69.793,70.089,70.274,70.691,71.041,71.318,71.685,71.864,72.208,72.266,72.636,72.979,73.113,73.406,73.548,73.808,74.095,74.242,74.511,74.696,74.892,75.169,75.291,75.597,75.704,76.081,76.421,76.628,76.799,77.081,77.387,77.541,77.690,78.101,78.224,78.521,78.759,78.915,79.181,79.361,79.603,79.724,79.901,80.164,80.067,80.124
Oman,OMN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,42.672,43.499,44.311,45.110,45.896,46.665,47.413,48.141,48.858,49.574,50.310,51.087,51.920,52.811,53.760,54.755,55.781,56.813,57.829,58.813,59.758,60.659,61.523,62.355,63.153,63.915,64.638,65.324,65.975,66.593,67.181,67.740,68.274,68.787,69.284,69.771,70.251,70.726,71.198,71.664,72.126,72.580,73.022,73.447,73.851,74.231,74.580,74.898,75.188,75.451,75.694,75.922,76.141,76.358,76.578,76.801,77.029
Other small states,OSS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,51.448,51.900,52.342,52.745,53.148,53.523,53.854,54.190,54.520,54.846,55.185,55.514,55.851,56.157,56.460,56.798,57.180,57.578,58.036,58.514,59.043,59.509,59.967,60.394,60.757,61.108,61.494,61.828,62.097,62.280,62.403,62.522,62.488,62.313,62.046,61.888,61.741,61.430,61.081,60.855,60.727,60.643,60.704,60.895,61.253,61.733,62.280,62.920,63.609,64.313,64.949,65.526,66.078,66.547,66.966,67.357,67.687
Pakistan,PAK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,45.265,46.195,47.085,47.936,48.747,49.520,50.255,50.954,51.617,52.245,52.837,53.389,53.901,54.376,54.815,55.224,55.606,55.966,56.311,56.645,56.972,57.295,57.613,57.926,58.237,58.545,58.852,59.157,59.458,59.756,60.050,60.338,60.621,60.898,61.169,61.436,61.700,61.961,62.220,62.476,62.727,62.967,63.196,63.414,63.625,63.836,64.060,64.303,64.565,64.845,65.134,65.419,65.686,65.927,66.139,66.322,66.481
Panama,PAN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.862,61.379,61.878,62.359,62.822,63.272,63.714,64.156,64.603,65.059,65.529,66.015,66.514,67.019,67.527,68.028,68.513,68.977,69.413,69.819,70.194,70.539,70.860,71.165,71.455,71.734,72.002,72.261,72.510,72.752,72.987,73.218,73.443,73.663,73.879,74.090,74.298,74.501,74.700,74.895,75.084,75.267,75.443,75.614,75.782,75.947,76.114,76.285,76.460,76.641,76.828,77.021,77.216,77.413,77.610,77.806,78.001
Peru,PER,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,47.694,48.235,48.754,49.249,49.728,50.214,50.737,51.319,51.971,52.690,53.457,54.245,55.022,55.762,56.454,57.099,57.706,58.295,58.881,59.471,60.065,60.662,61.254,61.836,62.406,62.962,63.503,64.029,64.542,65.045,65.541,66.034,66.528,67.024,67.523,68.026,68.533,69.041,69.544,70.036,70.512,70.964,71.389,71.784,72.146,72.473,72.764,73.023,73.258,73.475,73.681,73.883,74.088,74.298,74.518,74.747,74.983
Philippines,PHL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,57.867,58.173,58.476,58.775,59.072,59.368,59.668,59.970,60.270,60.563,60.832,61.063,61.245,61.381,61.475,61.544,61.605,61.681,61.792,61.946,62.155,62.421,62.732,63.073,63.434,63.798,64.149,64.475,64.770,65.029,65.256,65.461,65.657,65.856,66.059,66.265,66.471,66.668,66.851,67.019,67.170,67.308,67.434,67.555,67.670,67.783,67.892,68.000,68.105,68.211,68.320,68.433,68.553,68.680,68.813,68.951,69.094
Palau,PLW,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.069,,,,,71.845,,,,,70.494,,,,,69.129,,,,,,,,,,,
Papua New Guinea,PNG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,41.891,42.357,42.882,43.478,44.145,44.869,45.625,46.384,47.123,47.832,48.512,49.175,49.837,50.512,51.203,51.916,52.657,53.415,54.175,54.920,55.619,56.237,56.756,57.172,57.491,57.732,57.928,58.117,58.329,58.577,58.865,59.182,59.508,59.824,60.128,60.418,60.698,60.975,61.254,61.538,61.832,62.139,62.458,62.784,63.113,63.433,63.733,64.006,64.247,64.455,64.634,64.791,64.937,65.082,65.230,65.384,65.544
Poland,POL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.680,67.778,67.427,68.376,68.629,69.429,69.827,69.424,70.220,69.720,69.868,69.612,70.666,70.663,71.117,70.561,70.656,70.402,70.351,70.751,70.098,71.051,71.102,71.000,70.800,70.549,70.849,70.898,71.332,71.044,70.890,70.588,71.090,71.595,71.695,71.893,72.246,72.646,72.998,73.044,73.749,74.200,74.498,74.598,74.846,74.995,75.144,75.244,75.544,75.695,76.246,76.695,76.746,77.000,77.602,77.451,77.451
Pre-demographic dividend,PRE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,38.799,39.248,39.692,40.131,40.566,41.000,41.436,41.878,42.328,42.783,43.244,43.711,44.181,44.649,45.109,45.558,45.989,46.399,46.787,47.150,47.486,47.797,48.083,48.346,48.582,48.790,48.965,49.108,49.220,49.310,49.380,49.435,49.481,49.529,49.586,49.664,49.773,49.924,50.125,50.388,50.726,51.152,51.660,52.239,52.876,53.553,54.254,54.959,55.650,56.314,56.941,57.526,58.075,58.593,59.079,59.535,59.961
Puerto Rico,PRI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.720,68.943,69.145,69.356,69.593,69.871,70.187,70.524,70.864,71.203,71.536,71.859,72.169,72.465,72.738,72.982,73.191,73.361,73.499,73.606,73.700,73.797,73.909,74.037,74.178,74.309,74.400,74.431,74.394,74.299,74.169,74.039,73.946,73.921,73.977,74.125,74.362,74.667,75.011,75.381,76.689,77.067,77.760,78.071,78.176,78.296,78.416,78.426,77.903,78.150,78.408,78.671,78.926,79.167,79.390,79.596,79.788
"Korea, Dem. People’s Rep.",PRK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,51.297,51.674,52.076,52.610,53.335,54.264,55.356,56.506,57.625,58.681,59.656,60.549,61.379,62.161,62.896,63.579,64.206,64.776,65.294,65.762,66.186,66.571,66.924,67.255,67.569,67.900,68.284,68.719,69.177,69.611,69.896,69.879,69.492,68.742,67.698,66.537,65.495,64.772,64.493,64.684,65.268,66.087,66.925,67.615,68.102,68.389,68.540,68.676,68.886,69.187,69.572,70.011,70.448,70.842,71.179,71.457,71.685
Portugal,PRT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,62.809,63.252,63.694,64.132,64.564,64.989,65.406,65.817,66.222,66.622,67.073,66.771,68.324,67.524,68.020,68.310,68.861,70.012,70.317,71.168,71.215,71.615,72.415,72.266,72.515,72.815,73.266,73.666,73.715,74.266,73.966,74.015,74.312,74.512,74.915,75.312,75.261,75.412,75.712,75.963,76.315,76.815,77.066,77.220,77.671,78.071,78.420,78.322,78.524,78.727,79.027,80.471,80.373,80.722,81.122,81.124,81.127
Paraguay,PRY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.879,64.101,64.307,64.488,64.644,64.779,64.903,65.030,65.169,65.322,65.486,65.656,65.821,65.975,66.116,66.243,66.360,66.470,66.578,66.686,66.793,66.898,67.000,67.100,67.199,67.304,67.417,67.544,67.687,67.844,68.014,68.191,68.370,68.548,68.727,68.911,69.108,69.322,69.556,69.808,70.070,70.335,70.593,70.838,71.067,71.281,71.485,71.686,71.887,72.089,72.285,72.470,72.638,72.786,72.913,73.023,73.120
West Bank and Gaza,PSE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.084,68.425,68.748,69.057,69.355,69.642,69.912,70.162,70.387,70.592,70.778,70.950,71.115,71.277,71.440,71.605,71.773,71.942,72.110,72.277,72.444,72.613,72.783,72.954,73.126,73.299,73.473
Pacific island small states,PSS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,53.565,54.035,54.504,54.968,55.427,55.880,56.326,56.767,57.199,57.623,58.038,58.443,58.839,59.227,59.607,59.980,60.346,60.702,61.046,61.372,61.672,61.934,62.156,62.339,62.490,62.621,62.751,63.141,63.075,63.295,63.611,63.865,64.193,64.527,64.859,65.248,65.497,65.807,66.115,66.450,66.718,67.017,67.308,67.595,67.877,68.165,68.431,68.706,68.978,69.249,69.514,69.773,70.020,70.256,70.480,70.692,70.895
Post-demographic dividend,PST,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.729,69.135,69.144,69.358,69.773,69.869,70.122,70.371,70.301,70.505,70.834,71.111,71.348,71.509,71.889,72.237,72.473,72.814,72.949,73.244,73.275,73.593,73.916,74.026,74.319,74.457,74.707,74.997,75.096,75.348,75.480,75.580,75.810,75.821,76.074,76.093,76.433,76.769,76.980,77.126,77.366,77.672,77.789,77.917,78.349,78.438,78.759,79.015,79.158,79.480,79.689,79.958,80.090,80.275,80.536,80.408,80.457
French Polynesia,PYF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,56.282,56.708,57.093,57.465,57.845,58.242,58.654,59.061,59.452,59.828,60.184,60.518,60.836,61.147,61.465,61.816,62.230,62.717,63.278,63.902,64.562,65.220,65.840,66.394,66.871,67.267,67.594,67.879,68.149,68.418,68.700,69.005,69.332,69.680,70.047,70.430,70.821,71.209,71.587,71.955,72.313,72.669,73.029,73.396,73.766,74.132,74.486,74.818,75.123,75.397,75.643,75.862,76.065,76.257,76.444,76.628,76.813
Qatar,QAT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.094,61.848,62.603,63.356,64.105,64.848,65.582,66.302,67.002,67.675,68.313,68.910,69.465,69.976,70.446,70.877,71.274,71.644,71.995,72.329,72.649,72.956,73.247,73.520,73.777,74.017,74.241,74.448,74.640,74.818,74.984,75.138,75.283,75.420,75.551,75.678,75.802,75.924,76.045,76.164,76.279,76.387,76.488,76.581,76.668,76.754,76.843,76.940,77.049,77.169,77.301,77.443,77.590,77.739,77.888,78.036,78.184
Romania,ROU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.642,66.416,67.029,67.441,67.650,67.698,67.659,67.627,67.671,67.815,68.056,68.504,68.470,69.006,69.500,69.614,69.699,69.742,69.480,69.153,69.091,69.368,69.532,69.726,69.659,69.707,69.496,69.227,69.388,69.531,69.741,69.784,69.784,69.563,69.510,69.456,69.105,69.005,69.807,70.512,71.163,71.161,71.010,71.310,71.594,71.879,72.163,72.566,72.566,73.310,73.459,74.410,74.412,75.063,74.961,75.012,75.012
Russian Federation,RUS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.055,66.597,67.021,67.340,67.567,67.719,67.813,67.860,67.874,67.867,68.134,68.377,68.309,68.295,68.320,67.724,67.488,67.376,67.391,67.114,67.034,67.264,67.806,67.653,67.203,67.857,69.390,69.440,69.464,69.172,68.886,68.474,66.873,64.936,64.467,64.691,65.854,66.699,67.030,65.982,65.484,65.383,65.129,65.048,65.471,65.530,66.728,67.587,67.949,68.685,68.841,69.684,70.072,70.579,70.744,71.168,71.593
Rwanda,RWA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,42.292,42.592,42.883,43.160,43.418,43.650,43.847,44.009,44.141,44.249,44.338,44.412,44.485,44.577,44.709,44.932,45.300,45.824,46.485,47.241,48.085,49.013,49.934,50.708,51.177,50.948,49.579,46.969,43.264,38.782,34.217,30.434,28.102,27.610,29.003,31.977,35.923,40.013,43.596,46.412,48.415,49.793,50.970,52.268,53.755,55.430,57.219,58.971,60.565,61.962,63.140,64.106,64.911,65.598,66.188,66.696,67.129
South Asia,SAS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,41.954,42.594,43.237,43.883,44.532,45.175,45.803,46.410,46.993,47.556,48.110,48.672,49.255,49.865,50.496,51.139,51.778,52.396,52.979,53.521,54.019,54.472,54.890,55.287,55.670,56.050,56.441,56.847,57.274,57.722,58.191,58.679,59.174,59.669,60.160,60.643,61.113,61.570,62.016,62.448,62.865,63.272,63.669,64.061,64.451,64.842,65.237,65.636,66.037,66.437,66.827,67.201,67.554,67.881,68.181,68.457,68.711
Saudi Arabia,SAU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,45.638,46.145,46.665,47.207,47.781,48.407,49.105,49.883,50.744,51.682,52.693,53.765,54.876,56.001,57.120,58.216,59.274,60.291,61.263,62.181,63.041,63.840,64.586,65.285,65.938,66.548,67.115,67.640,68.129,68.586,69.017,69.428,69.822,70.201,70.567,70.922,71.266,71.594,71.902,72.187,72.440,72.651,72.820,72.948,73.041,73.112,73.176,73.245,73.331,73.440,73.574,73.730,73.896,74.066,74.234,74.400,74.561
Sudan,SDN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,48.194,48.618,49.035,49.446,49.852,50.257,50.663,51.069,51.469,51.860,52.234,52.583,52.901,53.184,53.430,53.638,53.807,53.946,54.061,54.161,54.253,54.342,54.435,54.534,54.645,54.768,54.901,55.039,55.182,55.334,55.500,55.688,55.902,56.145,56.417,56.716,57.036,57.372,57.718,58.070,58.430,58.801,59.184,59.582,59.993,60.416,60.854,61.300,61.749,62.193,62.620,63.019,63.384,63.712,64.002,64.257,64.486
Senegal,SEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,38.223,38.380,38.462,38.477,38.449,38.407,38.386,38.424,38.558,38.816,39.227,39.814,40.562,41.445,42.442,43.521,44.641,45.767,46.869,47.927,48.944,49.940,50.938,51.945,52.946,53.914,54.813,55.610,56.283,56.818,57.202,57.430,57.529,57.535,57.480,57.405,57.344,57.328,57.383,57.533,57.796,58.180,58.665,59.230,59.859,60.541,61.263,62.008,62.755,63.485,64.177,64.814,65.393,65.914,66.376,66.784,67.146
Singapore,SGP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.660,66.087,66.432,66.701,66.910,67.086,67.256,67.446,67.674,67.951,68.279,68.650,69.043,69.440,69.835,70.220,70.594,70.961,71.323,71.683,72.190,72.588,72.688,73.037,73.290,73.890,74.246,74.549,74.698,74.946,75.295,75.646,75.946,76.046,76.198,76.295,76.595,76.898,77.300,77.551,77.951,78.251,78.551,79.039,79.490,79.990,80.141,80.441,80.790,81.241,81.541,81.744,81.995,82.246,82.495,82.744,82.795
Solomon Islands,SLB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,49.174,49.679,50.183,50.688,51.194,51.701,52.208,52.717,53.227,53.737,54.252,54.780,55.319,55.862,56.398,56.919,57.417,57.876,58.276,58.594,58.778,58.774,58.574,58.203,57.705,57.162,56.677,56.337,56.204,56.306,56.638,57.162,57.796,58.471,59.153,59.822,60.475,61.127,61.788,62.449,63.103,63.744,64.368,64.971,65.549,66.104,66.635,67.147,67.641,68.118,68.572,69.001,69.400,69.771,70.113,70.430,70.726
Sierra Leone,SLE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,30.371,30.579,30.789,31.012,31.263,31.572,31.973,32.481,33.098,33.812,34.601,35.435,36.272,37.073,37.809,38.468,39.046,39.555,39.998,40.365,40.641,40.808,40.861,40.796,40.616,40.312,39.873,39.318,38.683,38.010,37.348,36.746,36.246,35.888,35.705,35.729,35.980,36.432,37.055,37.822,38.702,39.660,40.660,41.669,42.660,43.624,44.566,45.500,46.432,47.348,48.224,49.034,49.762,50.401,50.951,51.423,51.835
El Salvador,SLV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,49.969,50.637,51.264,51.847,52.385,52.883,53.349,53.792,54.215,54.617,54.987,55.310,55.576,55.783,55.937,56.040,56.097,56.129,56.164,56.233,56.378,56.642,57.042,57.585,58.267,59.082,60.011,61.010,62.032,63.039,63.990,64.850,65.609,66.267,66.818,67.270,67.640,67.958,68.253,68.541,68.834,69.135,69.440,69.743,70.048,70.357,70.668,70.980,71.291,71.599,71.902,72.195,72.479,72.753,73.015,73.267,73.512
San Marino,SMR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.417,,,,
Somalia,SOM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,36.977,37.375,37.774,38.176,38.579,38.982,39.384,39.784,40.179,40.571,40.958,41.344,41.728,42.112,42.495,42.877,43.259,43.639,44.012,44.374,44.724,45.065,45.391,45.693,45.957,46.142,46.196,46.111,45.908,45.631,45.375,45.258,45.359,45.720,46.335,47.148,48.065,48.963,49.751,50.389,50.867,51.211,51.490,51.761,52.042,52.344,52.666,52.996,53.323,53.652,53.986,54.332,54.694,55.072,55.467,55.876,56.293
Serbia,SRB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.488,,,,,,72.039,,,71.583,72.234,72.285,72.437,72.683,72.834,73.385,73.632,73.885,73.985,74.337,74.537,74.837,75.185,75.337,75.288,75.239
Sub-Saharan Africa (excluding high income),SSA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,40.377,40.817,41.247,41.667,42.076,42.478,42.876,43.275,43.679,44.088,44.503,44.922,45.340,45.753,46.156,46.544,46.915,47.269,47.607,47.927,48.231,48.520,48.794,49.051,49.287,49.492,49.656,49.772,49.841,49.871,49.875,49.870,49.869,49.878,49.897,49.924,49.966,50.034,50.141,50.302,50.537,50.864,51.289,51.811,52.422,53.109,53.858,54.640,55.428,56.203,56.942,57.635,58.282,58.883,59.435,59.938,60.394
South Sudan,SSD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,31.697,32.125,32.550,32.975,33.402,33.828,34.248,34.656,35.051,35.432,35.807,36.186,36.575,36.974,37.378,37.767,38.118,38.417,38.662,38.861,39.033,39.206,39.410,39.671,40.005,40.423,40.931,41.513,42.149,42.825,43.525,44.232,44.933,45.612,46.258,46.859,47.409,47.916,48.386,48.825,49.239,49.631,50.013,50.393,50.782,51.190,51.627,52.095,52.591,53.113,53.655,54.206,54.756,55.294,55.817,56.322,56.811
